cite_key,entry_type,bib_title,bib_date,doi,format_valid,resolves,status_code,crossref_title,crossref_year,title_similarity,year_match,error,suggested_doi,suggested_title,suggested_year,suggestion_score,isbn,isbn_confirmed,isbn_ol_found,isbn_gb_found,isbn_found_title,isbn_found_year,isbn_title_match,isbn_found_doi
Atkinson2003-lo,DATASET,The construction of democracy: Political socialization through military engagement: (429962005-001),2003,10.1037/e429962005-001,True,True,200,The construction of democracy: Political socialization through military engagement,2003,0.93,yes,,,,,,,,,,,,,
Howard2011-it,ARTICLE,When do states disconnect their digital networks? Regime responses to the political uses of social media,2011-07,10.1080/10714421.2011.597254,True,True,200,When Do States Disconnect Their Digital Networks? Regime Responses to the Political Uses of Social Media,2011,1.0,yes,,,,,,,,,,,,,
Habashi2017-ih,INBOOK,Reconceptualizing youth political socialization: A theoretical framework,2017,10.1057/978-1-137-47523-7_2,True,True,200,Reconceptualizing Youth Political Socialization: A Theoretical Framework,2017,1.0,yes,,,,,,,,,,,,,
Lu2015-ty,ARTICLE,The battle of ideas and discourses before democratic transition: Different democratic conceptions in authoritarian China,2015-01,10.1177/0192512114551304,True,True,200,The battle of ideas and discourses before democratic transition: Different democratic conceptions in authoritarian China,2015,1.0,yes,,,,,,,,,,,,,
Habashi2017-bd,INBOOK,Community contribution to political socialization: The global is local,2017,10.1057/978-1-137-47523-7_3,True,True,200,Community Contribution to Political Socialization: The Global is Local,2017,1.0,yes,,,,,,,,,,,,,
Cook1985-yp,ARTICLE,The bear market in political socialization and the costs of misunderstood psychological theories,1985-12-01,10.2307/1956249,True,True,200,The Bear Market in Political Socialization and the Costs of Misunderstood Psychological Theories,1985,1.0,yes,,,,,,,,,,,,,
Patterson2019-ft,ARTICLE,Children's literature as a vehicle for political socialization: An examination of best-selling picture books 2012-2017,2019-07-13,10.1080/00221325.2019.1635077,True,True,200,Children’s Literature as a Vehicle for Political Socialization: An Examination of Best-Selling Picture Books 2012–2017,2019,1.0,yes,,,,,,,,,,,,,
Reed2013-ta,ARTICLE,Religion as custom and political resistance: An unorthodox interpretation of EP Thompson’s \textitThe Making of the English Working Class,2013-03-06,10.1177/0896920511410330,True,True,200,Religion as Custom and Political Resistance: An Unorthodox Interpretation of EP Thompson’s <i>The Making of the English Working Class</i>,2013,0.98,yes,,,,,,,,,,,,,
Przeworski1997-qs,ARTICLE,Modernization: Theories and facts,1997-01,10.1353/wp.1997.0004,True,True,200,Modernization: Theories and Facts,1997,1.0,yes,,,,,,,,,,,,,
Thyne2020-vp,ARTICLE,Democratic versus authoritarian coups: The influence of external actors on states’ postcoup political trajectories,2020-11-25,10.1177/0022002720935956,True,True,200,Democratic versus Authoritarian Coups: The Influence of External Actors on States’ Postcoup Political Trajectories,2020,1.0,yes,,,,,,,,,,,,,
Claes2009-hk,ARTICLE,The political socialization of adolescents in Canada: Differential effects of civic education on visible minorities,2009-09,10.1017/s0008423909990400,True,True,200,The Political Socialization of Adolescents in Canada: Differential Effects of Civic Education on Visible Minorities,2009,1.0,yes,,,,,,,,,,,,,
Harris2010-vi,ARTICLE,Rethinking Cambodian political discourse on territory: Genealogy of the Buddhist ritual boundary (sīmā),2010-06-01,10.1017/s0022463410000032,True,True,200,Rethinking Cambodian political discourse on territory: Genealogy of the Buddhist ritual boundary (<i>sīmā</i>),2010,0.99,yes,,,,,,,,,,,,,
Ventura2001-fk,ARTICLE,Family political socialization in multiparty systems,2001-08,10.1177/0010414001034006004,True,True,200,Family Political Socialization in Multiparty Systems,2001,1.0,yes,,,,,,,,,,,,,
Singh2012-hj,ARTICLE,Differentiating winners: How elections affect satisfaction with democracy,2012-03,10.1016/j.electstud.2011.11.001,True,True,200,Differentiating winners: How elections affect satisfaction with democracy,2012,1.0,yes,,,,,,,,,,,,,
Baekgaard2020-vr,ARTICLE,Rallying around the flag in times of COVID-19: Societal lockdown and trust in democratic institutions,2020-07-12,10.30636/jbpa.32.172,True,True,200,Rallying around the flag in times of COVID-19: Societal lockdown and trust in democratic institutions,2020,1.0,yes,,,,,,,,,,,,,
Shin2007-yi,ARTICLE,Partisanship and democratization,2007-08,10.1017/s1598240800008766,True,True,200,Partisanship and Democratization,2007,1.0,yes,,,,,,,,,,,,,
Buchanan2013-lo,ARTICLE,Translating Thailand’s protests: An analysis of Red Shirt rhetoric,2013-06-15,10.14764/10.ASEAS-6.1-4,True,False,404,,,,,DOI not found (404),,,,,,,,,,,,
Echeverria2024-ks,BOOK,State-sponsored disinformation around the globe: How politicians deceive their citizens,2024-08-19,10.4324/9781032632940,True,True,200,State-Sponsored Disinformation Around the Globe,2024,0.7,yes,,,,,,,,,,,,,
Altiparmakis2021-tv,ARTICLE,Pandemic politics: policy evaluations of government responses to COVID-19,2021-09-19,10.1080/01402382.2021.1930754,True,True,200,Pandemic politics: policy evaluations of government responses to COVID-19,2021,1.0,yes,,,,,,,,,,,,,
Dung2025-ro,ARTICLE,How regime legitimation influences Vietnam's strategy toward US–China strategic rivalry,2025-01,10.1017/s1479591422000286,True,True,200,How regime legitimation influences Vietnam's strategy toward US–China strategic rivalry,2025,1.0,yes,,,,,,,,,,,,,
Aalberg2010-td,ARTICLE,Media systems and the political information environment: A cross-national comparison,2010-07,10.1177/1940161210367422,True,True,200,Media Systems and the Political Information Environment: A Cross-National Comparison,2010,1.0,yes,,,,,,,,,,,,,
Healy2013-sy,ARTICLE,Retrospective voting reconsidered,2013-05-11,10.1146/annurev-polisci-032211-212920,True,True,200,Retrospective Voting Reconsidered,2013,1.0,yes,,,,,,,,,,,,,
Fiorina1978-wf,ARTICLE,Economic retrospective voting in American national elections: A micro-analysis,1978-05,10.2307/2110623,True,True,200,Economic Retrospective Voting in American National Elections: A Micro-Analysis,1978,1.0,yes,,,,,,,,,,,,,
Hovland1951-sj,ARTICLE,The influence of source credibility on communication effectiveness,1951,10.1086/266350,True,True,200,The Influence of Source Credibility on Communication Effectiveness,1951,1.0,yes,,,,,,,,,,,,,
Diamond2024-fp,ARTICLE,"Power, performance, and legitimacy",2024-04,10.1353/jod.2024.a922830,True,True,200,"Power, Performance, and Legitimacy",2024,1.0,yes,,,,,,,,,,,,,
Chatagnier2012-db,ARTICLE,The effect of trust in government on rallies ’round the flag,2012-09-01,10.1177/0022343312440808,True,True,200,The effect of trust in government on rallies ’round the flag,2012,1.0,yes,,,,,,,,,,,,,
Sniderman1991-uj,BOOK,Cambridge studies in public opinion and political psychology: Reasoning and choice: Explorations in political psychology: Explorations in political psychology,1991-08-30,10.1017/cbo9780511720468,True,True,200,Reasoning and Choice,1991,0.23,yes,,,,,,,,,,,,,
Druckman2022-ho,ARTICLE,A framework for the study of persuasion,2022-05-12,10.1146/annurev-polisci-051120-110428,True,True,200,A Framework for the Study of Persuasion,2022,1.0,yes,,,,,,,,,,,,,
Gilley2006-bv,ARTICLE,The meaning and measure of state legitimacy: Results for 72 countries,2006-05,10.1111/j.1475-6765.2006.00307.x,True,True,200,The meaning and measure of state legitimacy: Results for 72 countries,2006,1.0,yes,,,,,,,,,,,,,
Rozenas2019-jk,ARTICLE,Mass repression and political loyalty: Evidence from Stalin’s ‘terror by hunger’,2019-05,10.1017/s0003055419000066,True,True,200,Mass Repression and Political Loyalty: Evidence from Stalin’s ‘Terror by Hunger’,2019,1.0,yes,,,,,,,,,,,,,
Mazzuca2010-vw,ARTICLE,"Macrofoundations of regime change: Democracy, state formation, and capitalist development",2010-10-01,10.5129/001041510x12911363510277,True,True,200,"Macrofoundations of Regime Change: Democracy, State Formation, and Capitalist Development",2010,1.0,yes,,,,,,,,,,,,,
Outhwaite2017-rg,BOOK,"The SAGE handbook of political sociology, 2v",2017-11-21,10.4135/9781526416513,True,True,200,The SAGE Handbook of Political Sociology: Two Volume Set,2018,0.86,no,,,,,,,,,,,,,
Im2011-pj,ARTICLE,"Better democracy, better economic growth? South Korea",2011-11,10.1177/0192512111419825,True,True,200,"Better democracy, better economic growth? South Korea",2011,1.0,yes,,,,,,,,,,,,,
Heuveline2007-ev,ARTICLE,The Phoenix population: demographic crisis and rebound in Cambodia,2007-05,10.1353/dem.2007.0012,True,True,200,The phoenix population: Demographic crisis and rebound in Cambodia,2007,1.0,yes,,,,,,,,,,,,,
Della-Porta2014-ma,BOOK,Methodological practices in social movement research,2014-09-25,10.1093/acprof:oso/9780198719571.001.0001,True,True,200,Methodological Practices in Social Movement Research,2014,1.0,yes,,,,,,,,,,,,,
Astolfo2021-ng,INBOOK,"Relocation, expulsion and risk in Phnom Penh, Cambodia",2021-06-10,10.2307/j.ctv1ctgr0k.21,True,True,200,"Relocation, expulsion and risk in Phnom Penh, Cambodia",2021,1.0,yes,,,,,,,,,,,,,
Mccargo2014-wo,ARTICLE,Cambodia in 2013: (No) Country for Old Men?,2014-02-01,10.1525/as.2014.54.1.71,True,True,200,Cambodia in 2013,2014,0.58,yes,,,,,,,,,,,,,
Chheang2015-ud,INBOOK,Cambodia in 2014 the beginning of concrete reforms,2015-12-31,10.1355/9789814620598-008,True,True,200,Cambodia in 2014 The Beginning of Concrete Reforms,2015,1.0,yes,,,,,,,,,,,,,
Heder1995-is,ARTICLE,Cambodia’s democratic transition to neoauthoritarianism,1995-12-01,10.1525/curh.1995.94.596.425,True,True,200,Cambodia’s Democratic Transition to Neoauthoritarianism,1995,1.0,yes,,,,,,,,,,,,,
Langran2001-xc,ARTICLE,CAMBODIA IN 2000 \textitnew hopes are challenged,2001-02-01,10.1525/as.2001.41.1.156,True,True,200,CAMBODIA IN 2000 <i>New Hopes Are Challenged</i>,2001,0.93,yes,,,,,,,,,,,,,
Un2012-im,ARTICLE,Cambodia in 2011: A thin veneer of change,2012-02-01,10.1525/as.2012.52.1.202,True,True,200,Cambodia in 2011,2012,0.57,yes,,,,,,,,,,,,,
Yamada2017-ui,ARTICLE,Phnom penh's NagaWorld resort and casino,2017-12-01,10.5509/2017904743,True,True,200,Phnom Penh's NagaWorld Resort and Casino,2017,1.0,yes,,,,,,,,,,,,,
McCargo2015-ts,ARTICLE,Cambodia in 2014: Confrontation and Compromise,2015-02-01,10.1525/as.2015.55.1.207,True,True,200,Cambodia in 2014,2015,0.52,yes,,,,,,,,,,,,,
Palmer2016-gh,ARTICLE,Localizing international criminal accountability in Cambodia,2016-01,10.1093/irap/lcv013,True,True,200,Localizing international criminal accountability in Cambodia,2016,1.0,yes,,,,,,,,,,,,,
Croissant2018-li,ARTICLE,Cambodia in 2017: Descending into dictatorship?,2018-02-01,10.1525/as.2018.58.1.194,True,True,200,Cambodia in 2017,2018,0.52,yes,,,,,,,,,,,,,
Young2021-dm,ARTICLE,Organization without revolution: The labour movement and the failure of democratization in Cambodia,2021,10.1355/cs43-2f,True,True,200,Organization without Revolution: The Labour Movement and the Failure of Democratization in Cambodia,2021,1.0,yes,,,,,,,,,,,,,
Peang-Meth1997-ma,ARTICLE,Understanding cambodia´s political developments,1997-06,10.1355/cs19_3d,True,True,200,Understanding Cambodia´s Political Developments,1997,1.0,yes,,,,,,,,,,,,,
Shelton-Woods1997-na,ARTICLE,The myth of cambodia´s recovery,1997-03,10.1355/cs18_4e,True,True,200,The Myth of Cambodia´s Recovery,1997,1.0,yes,,,,,,,,,,,,,
Turkoly-Joczik1988-rd,ARTICLE,Cambodia's Khmer Serei Movement,1988-03,10.1080/00927678.1988.9936953,True,True,200,Cambodia's Khmer Serei Movement,1988,1.0,yes,,,,,,,,,,,,,
Biddulph2014-me,ARTICLE,Can elite corruption be a legitimate Machiavellian tool in an unruly world? The case of post-conflict Cambodia,2014-05-28,10.1080/01436597.2014.921435,True,True,200,Can elite corruption be a legitimate Machiavellian tool in an unruly world? The case of post-conflict Cambodia,2014,1.0,yes,,,,,,,,,,,,,
Thayer2009-bi,ARTICLE,Cambodia: The Cambodian People´ s Party Consolidates Power,2009-04,10.1355/seaa09f,True,True,200,Cambodia: The Cambodian People´ s Party Consolidates Power,2009,1.0,yes,,,,,,,,,,,,,
Hughes2010-ns,ARTICLE,CAMBODIA IN 2009: The party´s not over yet,2010-03,10.1355/seaa10f,True,True,200,CAMBODIA IN 2009: The Party´s Not Over Yet,2010,1.0,yes,,,,,,,,,,,,,
Macdonald2000-fu,ARTICLE,Making realism face the facts,2000,10.1353/sais.2000.0041,True,True,200,Making Realism Face the Facts,2000,1.0,yes,,,,,,,,,,,,,
Osborne2007-sb,ARTICLE,Cambodia: The endgame of politics?,2007-04,10.1355/seaa07f,True,True,200,Cambodia: The Endgame of Politics?,2007,1.0,yes,,,,,,,,,,,,,
Marston2002-an,ARTICLE,Cambodia: Transnational Pressures and Local Agendas,2002-04,10.1355/seaa02f,True,True,200,Cambodia: Transnational Pressures and Local Agendas,2002,1.0,yes,,,,,,,,,,,,,
Osborne2000-ce,INBOOK,Cambodia: Hun sen consolidates power,2000-12-31,10.1355/9789812306906-008,True,True,200,Cambodia: Hun Sen Consolidates Power,2000,1.0,yes,,,,,,,,,,,,,
Peou2019-db,ARTICLE,Cambodia in 2018: A year of setbacks and successes,2019,10.1355/9789814843164-009,True,True,200,Cambodia in 2018: A Year of Setbacks and Successes,2019,1.0,yes,,,,,,,,,,,,,
Leng2017-fy,ARTICLE,2016: A promising year for Cambodia?,2017,10.1355/9789814762878-011,True,True,200,2016: A PROMISING YEAR FOR CAMBODIA?,2017,1.0,yes,,,,,,,,,,,,,
Klintworth1993-zg,ARTICLE,Cambodia 1992: Hopes Fading,1993-01,10.1355/seaa93f,True,True,200,Cambodia 1992: Hopes Fading,1993,1.0,yes,,,,,,,,,,,,,
Springer2011-fr,ARTICLE,"For a non-violent, non-essentialist Cambodia: A reply to Ryerson Christie",2011-09,10.5367/sear.2011.0061,True,True,200,"For a Non-Violent, Non-Essentialist Cambodia: A Reply to Ryerson Christie",2011,1.0,yes,,,,,,,,,,,,,
Un2020-cp,ARTICLE,Entrenching one-party rule and asserting national sovereignty in the era of shifting global geopolitics,2020,10.1355/9789814881319-008,True,True,200,Cambodia in 2019: Entrenching One-Party Rule and Asserting National Sovereignty in the Era of Shifting Global Geopolitics,2020,0.92,yes,,,,,,,,,,,,,
O-kane1993-jt,ARTICLE,Cambodia in the zero years: Rudimentary totalitarianism,1993-01,10.1080/01436599308420354,True,True,200,Cambodia in the zero years: Rudimentary totalitarianism,1993,1.0,yes,,,,,,,,,,,,,
Um1995-af,ARTICLE,Cambodia in 1994: The year of transition,1995-01-01,10.2307/2645133,True,True,200,Cambodia in 1994: The Year of Transition,1995,1.0,yes,,,,,,,,,,,,,
Moller1998-tf,ARTICLE,Cambodia and Burma: The ASEAN way ends here,1998-12-01,10.2307/2645823,True,True,200,Cambodia and Burma: The ASEAN Way Ends Here,1998,1.0,yes,,,,,,,,,,,,,
Porter1988-bq,ARTICLE,Cambodia: Sihanouk's Initiative,1988,10.2307/20043484,True,True,200,Cambodia: Sihanouk's Initiative,1988,1.0,yes,,,,,,,,,,,,,
Chakravarti1976-bv,ARTICLE,Mother-right in ancient Cambodia,1976-02,10.2307/3516515,True,True,200,Mother-Right in Ancient Cambodia,1976,1.0,yes,,,,,,,,,,,,,
Sihanouk1970-di,ARTICLE,The future of Cambodia,1970,10.2307/20037814,True,True,200,The Future of Cambodia,1970,1.0,yes,,,,,,,,,,,,,
Blake2019-ji,ARTICLE,Recalling hydraulic despotism: Hun Sen’s Cambodia and the return of strict authoritarianism,2019-06-28,10.14764/10.ASEAS-0014,True,False,404,,,,,DOI not found (404),,,,,,,,,,,,
Green2022-ya,ARTICLE,Financial landscapes of agrarian change in Cambodia,2022-12,10.1016/j.geoforum.2020.02.001,True,True,200,Financial landscapes of agrarian change in Cambodia,2022,1.0,yes,,,,,,,,,,,,,
Edwards2006-pk,ARTICLE,"The tyranny of proximity: Power and mobility in colonial Cambodia, 1863–1954",2006-10,10.1017/s0022463406000725,True,True,200,"The Tyranny of Proximity: Power and Mobility in Colonial Cambodia, 1863–1954",2006,1.0,yes,,,,,,,,,,,,,
Bouckaert2003-ky,ARTICLE,Comparing measures of citizen trust and user satisfaction as indicators of ‘good governance’: Difficulties in linking trust and satisfaction indicators,2003-09,10.1177/0020852303693003,True,True,200,Comparing Measures of Citizen Trust and User Satisfaction as Indicators of                ‘Good Governance’: Difficulties in Linking Trust and                Satisfaction Indicators,2003,0.91,yes,,,,,,,,,,,,,
Gregor2012-hh,BOOK,Totalitarianism and political religion: An intellectual history,2012-01-01,10.1515/9780804783682,True,True,200,Totalitarianism and Political Religion,2012,0.76,yes,,,,,,,,,,,,,
Knoll2017-jd,BOOK,Nietzsche as Political Philosopher,2017-06-26,10.1515/9783110359459,True,True,200,Nietzsche as Political Philosopher,2014,1.0,no,,,,,,,,,,,,,
